"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 17, 1990","92.72","92.95","92.98","92.43","-","-0.24%"
"Jan 16, 1990","92.94","93.41","93.52","92.75","-","0.11%"
"Jan 15, 1990","92.84","92.37","92.90","92.35","-","0.44%"
"Jan 12, 1990","92.43","92.36","92.46","91.94","-","0.03%"
"Jan 11, 1990","92.40","92.64","92.73","92.32","-","0.01%"
"Jan 10, 1990","92.39","92.20","92.59","91.93","-","0.04%"
"Jan 09, 1990","92.35","92.53","92.79","92.31","-","0.33%"
"Jan 08, 1990","92.05","92.52","92.54","91.94","-","-0.86%"
"Jan 05, 1990","92.85","93.34","93.42","92.55","-","0.36%"
"Jan 04, 1990","92.52","93.72","93.88","92.39","-","-2.01%"
"Jan 03, 1990","94.42","94.15","94.52","94.08","-","0.14%"
"Jan 02, 1990","94.29","93.13","94.31","93.08","-","1.16%"
"Jan 01, 1990","93.21","93.19","93.31","93.08","-","0.00%"
"Dec 29, 1989","93.21","93.19","93.31","93.08","-","-0.06%"
"Dec 28, 1989","93.27","92.64","93.30","92.60","-","0.66%"
"Dec 27, 1989","92.66","92.95","93.00","92.65","-","-0.89%"
"Dec 26, 1989","93.49","93.23","93.49","93.16","-","0.00%"
"Dec 25, 1989","93.49","93.83","93.84","93.45","-","0.00%"
"Dec 22, 1989","93.49","93.83","93.84","93.45","-","-0.79%"
"Dec 21, 1989","94.23","94.54","94.55","94.11","-","-0.26%"
"Dec 20, 1989","94.48","95.11","95.18","94.33","-","-0.23%"
"Dec 19, 1989","94.70","94.60","94.77","94.47","-","0.58%"
"Dec 18, 1989","94.15","94.36","94.52","94.14","-","-0.06%"
"Dec 15, 1989","94.21","94.75","94.80","94.14","-","-0.52%"
"Dec 14, 1989","94.70","94.79","94.89","94.57","-","0.23%"
"Dec 13, 1989","94.48","94.27","94.94","94.10","-","-0.19%"
"Dec 12, 1989","94.66","95.22","95.30","94.56","-","-1.04%"
"Dec 11, 1989","95.65","95.97","96.02","95.58","-","-0.42%"
"Dec 08, 1989","96.05","96.02","96.21","95.75","-","0.00%"
"Dec 07, 1989","96.05","95.89","96.18","95.84","-","0.24%"
"Dec 06, 1989","95.82","96.23","96.24","95.75","-","-0.45%"
"Dec 05, 1989","96.25","96.58","96.61","96.16","-","-0.39%"
"Dec 04, 1989","96.63","96.41","96.65","96.35","-","0.06%"
"Dec 01, 1989","96.57","96.52","96.64","96.38","-","0.31%"
"Nov 30, 1989","96.27","96.58","96.58","96.19","-","-0.25%"
"Nov 29, 1989","96.51","96.37","96.77","96.21","-","0.20%"
"Nov 28, 1989","96.32","97.02","97.08","96.13","-","-0.42%"
"Nov 27, 1989","96.73","96.84","96.94","96.60","-","-0.42%"
"Nov 24, 1989","97.14","97.11","97.36","97.10","-","-0.35%"
"Nov 23, 1989","97.48","97.34","97.73","97.24","-","0.00%"
"Nov 22, 1989","97.48","97.34","97.73","97.24","-","0.00%"
"Nov 21, 1989","97.48","97.68","97.88","97.43","-","-0.81%"
"Nov 20, 1989","98.28","98.59","98.60","98.19","-","-0.10%"
"Nov 17, 1989","98.38","98.41","98.54","98.21","-","-0.03%"
"Nov 16, 1989","98.41","98.46","98.64","97.93","-","0.23%"
"Nov 15, 1989","98.18","98.11","98.37","98.06","-","0.35%"
"Nov 14, 1989","97.84","98.66","98.72","97.78","-","-0.96%"
"Nov 13, 1989","98.79","98.90","99.04","98.75","-","-0.19%"
"Nov 10, 1989","98.98","98.37","99.06","98.36","-","0.56%"
"Nov 09, 1989","98.43","98.11","98.43","97.98","-","0.31%"
"Nov 08, 1989","98.13","98.01","98.20","97.99","-","0.01%"
"Nov 07, 1989","98.12","98.22","98.31","98.03","-","-0.43%"
"Nov 06, 1989","98.54","98.56","98.62","98.37","-","0.21%"
"Nov 03, 1989","98.33","98.28","98.55","98.14","-","0.04%"
"Nov 02, 1989","98.29","98.53","98.59","98.16","-","-0.21%"
"Nov 01, 1989","98.50","98.16","98.53","97.95","-","0.44%"
"Oct 31, 1989","98.07","98.00","98.15","97.83","-","0.31%"
"Oct 30, 1989","97.77","97.90","98.02","97.66","-","0.14%"
"Oct 27, 1989","97.63","98.27","98.46","97.53","-","-0.47%"
"Oct 26, 1989","98.09","97.89","98.16","97.62","-","0.62%"
"Oct 25, 1989","97.49","97.74","97.86","97.49","-","-0.03%"
"Oct 24, 1989","97.52","98.07","98.17","97.49","-","-0.64%"
"Oct 23, 1989","98.15","98.58","98.64","98.02","-","-0.44%"
"Oct 20, 1989","98.58","98.31","98.74","98.31","-","0.32%"
"Oct 19, 1989","98.27","97.78","98.44","97.73","-","-0.01%"
"Oct 18, 1989","98.28","98.08","98.69","97.92","-","-0.71%"
"Oct 17, 1989","98.98","99.00","99.07","98.12","-","0.08%"
"Oct 16, 1989","98.90","98.19","99.19","97.87","-","-0.87%"
"Oct 13, 1989","99.77","100.48","100.96","99.21","-","-0.87%"
"Oct 12, 1989","100.65","100.69","100.85","100.55","-","-0.25%"
"Oct 11, 1989","100.90","100.90","101.31","100.86","-","0.31%"
"Oct 10, 1989","100.59","99.77","100.75","99.63","-","0.90%"
"Oct 09, 1989","99.69","99.66","99.69","99.53","-","0.21%"
"Oct 06, 1989","99.48","99.96","99.98","98.97","-","0.15%"
"Oct 05, 1989","99.33","99.12","99.38","98.31","-","0.29%"
"Oct 04, 1989","99.04","98.85","99.18","98.80","-","-0.16%"
"Oct 03, 1989","99.20","98.78","99.41","98.71","-","0.46%"
"Oct 02, 1989","98.75","98.68","98.89","98.42","-","0.28%"
"Sep 29, 1989","98.47","98.26","98.58","98.06","-","-0.43%"
"Sep 28, 1989","98.90","99.24","99.28","98.83","-","0.12%"
"Sep 27, 1989","98.78","98.56","98.93","98.44","-","-0.42%"
"Sep 26, 1989","99.20","99.80","99.85","99.01","-","-0.36%"
"Sep 25, 1989","99.56","99.80","99.91","99.51","-","-2.31%"
"Sep 22, 1989","101.91","101.56","102.03","101.52","-","0.29%"
"Sep 21, 1989","101.62","101.63","101.80","101.48","-","0.21%"
"Sep 20, 1989","101.41","101.77","101.77","101.24","-","-0.52%"
"Sep 19, 1989","101.94","102.22","102.24","101.78","-","0.13%"
"Sep 18, 1989","101.81","102.77","102.78","101.71","-","-0.47%"
"Sep 15, 1989","102.29","102.92","104.19","101.73","-","-0.64%"
"Sep 14, 1989","102.95","102.54","103.02","102.34","-","0.21%"
"Sep 13, 1989","102.73","103.04","103.19","102.60","-","-0.62%"
"Sep 12, 1989","103.37","103.09","103.45","103.00","-","-0.15%"
"Sep 11, 1989","103.53","103.66","103.67","103.24","-","0.03%"
"Sep 08, 1989","103.50","103.17","103.69","102.86","-","0.28%"
"Sep 07, 1989","103.21","103.43","103.54","102.99","-","0.28%"
"Sep 06, 1989","102.92","102.91","103.05","102.70","-","-0.53%"
"Sep 05, 1989","103.47","103.54","103.61","103.26","-","0.62%"
"Sep 04, 1989","102.83","102.43","102.95","102.31","-","0.00%"
"Sep 01, 1989","102.83","102.43","102.95","102.31","-","0.54%"
"Aug 31, 1989","102.28","101.98","102.41","101.76","-","0.63%"
"Aug 30, 1989","101.64","100.89","101.66","100.70","-","0.65%"
"Aug 29, 1989","100.98","101.24","101.39","100.63","-","-1.00%"
"Aug 28, 1989","102.00","102.09","102.22","101.82","-","0.15%"
"Aug 25, 1989","101.85","101.92","101.99","101.47","-","0.26%"
"Aug 24, 1989","101.59","101.93","102.06","101.53","-","0.07%"
"Aug 23, 1989","101.52","101.31","101.70","101.23","-","0.60%"
"Aug 22, 1989","100.91","101.71","101.74","100.89","-","-0.72%"
"Aug 21, 1989","101.64","101.79","101.88","101.35","-","-0.09%"
"Aug 18, 1989","101.73","102.03","102.09","101.66","-","-0.41%"
"Aug 17, 1989","102.15","101.70","102.46","101.69","-","1.07%"
"Aug 16, 1989","101.07","101.20","101.46","100.91","-","0.08%"
"Aug 15, 1989","100.99","101.44","101.45","100.88","-","-0.37%"
"Aug 14, 1989","101.37","100.96","101.45","100.75","-","0.34%"
"Aug 11, 1989","101.03","100.41","101.22","99.99","-","1.87%"
"Aug 10, 1989","99.18","98.56","99.24","98.47","-","0.38%"
"Aug 09, 1989","98.80","98.96","99.24","98.72","-","0.03%"
"Aug 08, 1989","98.77","98.81","99.06","98.67","-","-1.14%"
"Aug 07, 1989","99.91","99.80","99.98","99.37","-","0.39%"
"Aug 04, 1989","99.52","98.05","99.57","97.99","-","1.65%"
"Aug 03, 1989","97.90","97.14","98.14","97.11","-","0.79%"
"Aug 02, 1989","97.13","96.90","97.16","96.76","-","0.24%"
"Aug 01, 1989","96.90","97.46","97.69","96.84","-","-0.50%"
"Jul 31, 1989","97.39","97.47","97.73","97.29","-","-0.92%"
"Jul 28, 1989","98.29","98.25","98.83","98.16","-","0.04%"
"Jul 27, 1989","98.25","97.83","98.26","97.69","-","0.27%"
"Jul 26, 1989","97.99","98.68","98.69","97.95","-","-0.92%"
"Jul 25, 1989","98.90","99.25","99.54","98.80","-","-0.59%"
"Jul 24, 1989","99.49","99.81","100.04","99.42","-","-0.31%"
"Jul 21, 1989","99.80","99.37","99.91","99.15","-","0.12%"
"Jul 20, 1989","99.68","100.04","100.13","99.44","-","-0.35%"
"Jul 19, 1989","100.03","99.55","100.06","99.33","-","0.70%"
"Jul 18, 1989","99.33","100.66","100.67","99.15","-","-0.44%"
"Jul 17, 1989","99.77","100.06","100.23","99.72","-","-0.22%"
"Jul 14, 1989","99.99","99.10","99.99","98.76","-","1.06%"
"Jul 13, 1989","98.94","98.54","99.03","98.41","-","0.41%"
"Jul 12, 1989","98.54","98.83","98.88","98.40","-","-0.36%"
"Jul 11, 1989","98.90","98.69","98.92","98.58","-","0.92%"
"Jul 10, 1989","98.00","97.69","98.05","97.66","-","-0.32%"
"Jul 07, 1989","98.31","98.93","99.13","98.25","-","-0.50%"
"Jul 06, 1989","98.80","98.97","99.18","98.76","-","0.22%"
"Jul 05, 1989","98.58","99.99","100.02","98.58","-","-2.30%"
"Jul 04, 1989","100.90","101.21","101.24","100.79","-","0.00%"
"Jul 03, 1989","100.90","101.21","101.24","100.79","-","-1.10%"
"Jun 30, 1989","102.02","102.15","102.33","101.89","-","-0.31%"
"Jun 29, 1989","102.34","101.99","102.40","101.40","-","0.15%"
"Jun 28, 1989","102.19","102.38","102.47","102.03","-","0.23%"
"Jun 27, 1989","101.96","101.88","102.09","101.33","-","0.00%"
"Jun 26, 1989","101.96","101.65","102.32","101.65","-","1.02%"
"Jun 23, 1989","100.93","101.47","101.54","100.66","-","-0.62%"
"Jun 22, 1989","101.56","101.89","102.50","101.51","-","-0.78%"
"Jun 21, 1989","102.36","103.67","103.74","102.33","-","-1.15%"
"Jun 20, 1989","103.55","102.67","103.60","102.60","-","0.43%"
"Jun 19, 1989","103.11","103.53","103.64","102.88","-","-0.21%"
"Jun 16, 1989","103.33","104.40","104.53","103.11","-","-0.78%"
"Jun 15, 1989","104.14","106.21","106.56","103.99","-","-1.39%"
"Jun 14, 1989","105.61","105.19","105.62","105.12","-","0.71%"
"Jun 13, 1989","104.87","105.03","105.54","104.82","-","-0.22%"
"Jun 12, 1989","105.10","105.31","105.47","105.02","-","0.75%"
"Jun 09, 1989","104.32","103.38","104.34","103.33","-","1.56%"
"Jun 08, 1989","102.72","102.64","102.88","102.57","-","0.19%"
"Jun 07, 1989","102.53","102.25","102.58","102.07","-","0.04%"
"Jun 06, 1989","102.49","103.30","103.32","102.48","-","-0.39%"
"Jun 05, 1989","102.89","101.67","102.94","101.66","-","1.65%"
"Jun 02, 1989","101.22","102.40","102.52","101.13","-","-1.55%"
"Jun 01, 1989","102.81","103.08","103.08","102.65","-","-0.17%"
"May 31, 1989","102.98","103.11","103.42","102.47","-","-0.44%"
"May 30, 1989","103.43","103.84","104.18","103.38","-","0.89%"
"May 29, 1989","102.52","101.53","102.87","101.41","-","0.00%"
"May 26, 1989","102.52","101.53","102.87","101.41","-","-0.30%"
"May 25, 1989","102.83","103.56","103.60","102.82","-","-1.37%"
"May 24, 1989","104.26","103.82","104.28","103.71","-","0.31%"
"May 23, 1989","103.94","103.63","104.01","103.27","-","0.17%"
"May 22, 1989","103.76","103.92","103.98","103.55","-","1.76%"
"May 19, 1989","101.97","101.71","102.00","101.58","-","0.05%"
"May 18, 1989","101.92","102.28","102.45","101.56","-","0.05%"
"May 17, 1989","101.87","100.72","102.12","100.68","-","1.56%"
"May 16, 1989","100.31","100.23","100.56","100.13","-","-0.12%"
"May 15, 1989","100.43","100.59","100.71","100.36","-","1.00%"
"May 12, 1989","99.44","99.38","99.48","99.38","-","0.28%"
"May 11, 1989","99.16","99.08","99.29","99.05","-","0.61%"
"May 10, 1989","98.56","98.75","98.89","98.41","-","-0.34%"
"May 09, 1989","98.90","99.07","99.30","98.89","-","-0.06%"
"May 08, 1989","98.96","98.53","99.07","98.40","-","0.55%"
"May 05, 1989","98.42","98.41","98.55","97.89","-","0.09%"
"May 04, 1989","98.33","98.00","98.34","97.91","-","0.06%"
"May 03, 1989","98.27","98.09","98.29","97.91","-","0.14%"
"May 02, 1989","98.13","98.14","98.14","97.90","-","-0.05%"
"May 01, 1989","98.18","98.06","98.23","97.99","-","0.48%"
"Apr 28, 1989","97.71","97.67","97.81","97.59","-","0.28%"
"Apr 27, 1989","97.44","97.51","97.62","97.39","-","-0.13%"
"Apr 26, 1989","97.57","97.21","97.97","97.09","-","0.59%"
"Apr 25, 1989","97.00","96.96","97.03","96.79","-","0.27%"
"Apr 24, 1989","96.74","96.56","96.88","96.56","-","0.39%"
"Apr 21, 1989","96.36","96.35","96.39","96.19","-","0.14%"
"Apr 20, 1989","96.23","96.78","96.82","96.11","-","-0.65%"
"Apr 19, 1989","96.86","96.79","96.93","96.67","-","0.44%"
"Apr 18, 1989","96.44","96.93","96.95","96.32","-","-0.33%"
"Apr 17, 1989","96.76","96.74","96.78","96.58","-","-0.18%"
"Apr 14, 1989","96.93","97.58","97.60","96.92","-","-0.36%"
"Apr 13, 1989","97.28","97.37","97.42","97.12","-","-0.48%"
"Apr 12, 1989","97.75","97.83","97.87","97.66","-","-0.07%"
"Apr 11, 1989","97.82","97.67","97.89","97.60","-","0.12%"
"Apr 10, 1989","97.70","97.54","97.70","97.47","-","0.18%"
"Apr 07, 1989","97.52","97.17","97.55","96.90","-","0.38%"
"Apr 06, 1989","97.15","97.23","97.23","96.98","-","0.10%"
"Apr 05, 1989","97.05","97.33","97.33","96.85","-","0.21%"
"Apr 04, 1989","96.85","97.09","97.12","96.73","-","-0.68%"
"Apr 03, 1989","97.51","98.01","98.04","97.49","-","-0.64%"
"Mar 31, 1989","98.14","97.99","98.31","97.97","-","0.00%"
"Mar 30, 1989","98.14","97.87","98.53","97.84","-","0.00%"
"Mar 29, 1989","98.14","98.09","98.20","97.92","-","-0.10%"
"Mar 28, 1989","98.24","97.74","98.27","97.55","-","0.65%"
"Mar 27, 1989","97.61","97.50","97.72","97.46","-","0.64%"
"Mar 24, 1989","96.99","96.69","97.09","96.65","-","0.00%"
"Mar 23, 1989","96.99","96.69","97.09","96.65","-","0.15%"
"Mar 22, 1989","96.84","97.13","97.14","96.74","-","-0.15%"
"Mar 21, 1989","96.99","97.20","97.21","96.73","-","0.06%"
"Mar 20, 1989","96.93","97.26","97.47","96.90","-","-0.39%"
"Mar 17, 1989","97.31","96.97","97.37","96.94","-","0.43%"
"Mar 16, 1989","96.89","96.89","97.14","96.72","-","-0.10%"
"Mar 15, 1989","96.99","96.66","97.09","96.50","-","0.57%"
"Mar 14, 1989","96.44","96.79","96.83","96.34","-","-0.41%"
"Mar 13, 1989","96.84","96.65","96.89","96.61","-","0.36%"
"Mar 10, 1989","96.49","96.35","96.73","96.32","-","0.16%"
"Mar 09, 1989","96.34","96.58","96.65","96.34","-","-0.29%"
"Mar 08, 1989","96.62","96.28","96.67","96.16","-","0.36%"
"Mar 07, 1989","96.27","96.28","96.38","96.07","-","0.06%"
"Mar 06, 1989","96.21","95.87","96.29","95.84","-","0.45%"
"Mar 03, 1989","95.78","95.80","95.87","95.58","-","-0.24%"
"Mar 02, 1989","96.01","95.70","96.01","95.60","-","0.36%"
"Mar 01, 1989","95.67","95.64","95.83","95.57","-","0.81%"
"Feb 28, 1989","94.90","95.17","95.23","94.76","-","0.01%"
"Feb 27, 1989","94.89","94.46","94.97","94.39","-","0.24%"
"Feb 24, 1989","94.66","94.92","95.08","94.65","-","0.14%"
"Feb 23, 1989","94.53","94.81","94.91","94.39","-","-0.75%"
"Feb 22, 1989","95.24","95.44","95.47","95.11","-","-0.26%"
"Feb 21, 1989","95.49","95.83","95.83","95.15","-","0.62%"
"Feb 20, 1989","94.90","94.84","95.22","94.59","-","0.00%"
"Feb 17, 1989","94.90","94.84","95.22","94.59","-","-0.11%"
"Feb 16, 1989","95.00","95.30","95.40","94.98","-","-0.01%"
"Feb 15, 1989","95.01","95.11","95.38","94.51","-","-0.21%"
"Feb 14, 1989","95.21","95.89","95.97","95.15","-","-1.00%"
"Feb 13, 1989","96.17","96.40","96.55","96.17","-","-0.22%"
"Feb 10, 1989","96.38","95.18","96.49","95.13","-","0.76%"
"Feb 09, 1989","95.65","95.93","96.01","95.57","-","-0.87%"
"Feb 08, 1989","96.49","96.56","96.70","96.42","-","-0.10%"
"Feb 07, 1989","96.59","96.58","96.64","96.28","-","-0.02%"
"Feb 06, 1989","96.61","97.14","97.17","96.55","-","-0.13%"
"Feb 03, 1989","96.74","96.86","97.15","96.64","-","-0.06%"
"Feb 02, 1989","96.80","96.61","96.95","96.30","-","0.23%"
"Feb 01, 1989","96.58","96.68","96.69","96.25","-","-0.20%"
"Jan 31, 1989","96.77","96.17","96.84","96.10","-","0.77%"
"Jan 30, 1989","96.03","96.44","96.47","95.98","-","-0.17%"
"Jan 27, 1989","96.19","95.71","96.33","95.52","-","0.76%"
"Jan 26, 1989","95.46","95.33","95.51","95.24","-","0.43%"
"Jan 25, 1989","95.05","95.29","95.58","95.02","-","-0.21%"
"Jan 24, 1989","95.25","94.58","95.34","94.48","-","0.33%"
"Jan 23, 1989","94.94","95.50","95.59","94.65","-","-0.16%"
"Jan 20, 1989","95.09","95.75","95.84","95.06","-","-0.77%"
"Jan 19, 1989","95.83","96.69","96.80","95.82","-","-0.78%"
"Jan 18, 1989","96.58","96.06","96.61","95.65","-","1.00%"
"Jan 17, 1989","95.62","95.55","95.74","95.45","-","-0.41%"
"Jan 16, 1989","96.01","95.84","96.09","95.81","-","0.72%"
"Jan 13, 1989","95.32","95.32","95.43","94.66","-","0.73%"
"Jan 12, 1989","94.63","94.50","94.77","94.36","-","0.08%"
"Jan 11, 1989","94.55","94.75","94.88","94.37","-","-0.57%"
"Jan 10, 1989","95.09","94.73","95.24","94.63","-","0.62%"
"Jan 09, 1989","94.50","95.07","95.08","94.45","-","0.15%"
"Jan 06, 1989","94.36","93.99","94.43","93.98","-","0.82%"
"Jan 05, 1989","93.59","93.10","93.60","93.08","-","0.66%"
"Jan 04, 1989","92.98","92.80","93.19","92.79","-","0.88%"
"Jan 03, 1989","92.17","91.93","92.18","91.77","-","-0.36%"
"Jan 02, 1989","92.50","92.60","92.71","92.44","-","0.00%"
"Dec 30, 1988","92.50","92.60","92.71","92.44","-","-0.79%"
"Dec 29, 1988","93.24","93.18","93.39","93.17","-","-0.14%"
"Dec 28, 1988","93.37","93.41","93.66","93.22","-","0.61%"
"Dec 27, 1988","92.80","92.73","92.81","92.69","-","0.15%"
"Dec 26, 1988","92.66","92.77","92.80","92.66","-","0.00%"
"Dec 23, 1988","92.66","92.77","92.80","92.66","-","0.05%"
"Dec 22, 1988","92.61","92.63","92.76","92.59","-","0.14%"
"Dec 21, 1988","92.48","92.69","92.71","92.39","-","-0.55%"
"Dec 20, 1988","92.99","92.81","93.01","92.63","-","0.92%"
"Dec 19, 1988","92.14","92.02","92.27","91.87","-","0.05%"
"Dec 16, 1988","92.09","91.99","92.37","91.86","-","0.16%"
"Dec 15, 1988","91.94","91.17","92.10","91.12","-","0.94%"
"Dec 14, 1988","91.08","91.57","91.57","90.92","-","-0.59%"
"Dec 13, 1988","91.62","91.32","91.66","91.31","-","0.56%"
"Dec 12, 1988","91.11","91.06","91.24","91.05","-","0.30%"
"Dec 09, 1988","90.84","90.96","91.02","90.67","-","0.03%"
"Dec 08, 1988","90.81","91.18","91.23","90.76","-","-1.19%"
"Dec 07, 1988","91.90","91.24","92.29","91.19","-","1.27%"
"Dec 06, 1988","90.75","90.27","90.75","90.17","-","0.64%"
"Dec 05, 1988","90.17","90.08","90.23","90.05","-","0.12%"
"Dec 02, 1988","90.06","90.63","90.97","90.04","-","-0.49%"
"Dec 01, 1988","90.50","90.50","90.59","90.36","-","-0.03%"
"Nov 30, 1988","90.53","90.86","90.93","90.53","-","-0.23%"
"Nov 29, 1988","90.74","90.74","90.80","90.41","-","-0.10%"
"Nov 28, 1988","90.83","90.83","90.83","90.83","-","0.79%"
"Nov 25, 1988","90.12","90.32","90.53","90.05","-","-0.22%"
"Nov 24, 1988","90.32","90.53","90.59","90.15","-","0.00%"
"Nov 23, 1988","90.32","90.53","90.59","90.15","-","-0.09%"
"Nov 22, 1988","90.40","90.73","90.90","90.37","-","-0.48%"
"Nov 21, 1988","90.84","91.22","91.31","90.80","-","-0.65%"
"Nov 18, 1988","91.43","91.45","91.85","91.31","-","0.51%"
"Nov 17, 1988","90.97","90.63","91.50","90.62","-","0.15%"
"Nov 16, 1988","90.83","91.75","91.78","90.78","-","-1.06%"
"Nov 15, 1988","91.80","91.85","92.02","91.72","-","-0.21%"
"Nov 14, 1988","91.99","92.08","92.09","91.72","-","0.50%"
"Nov 11, 1988","91.53","91.73","91.78","91.41","-","-0.74%"
"Nov 10, 1988","92.21","92.40","92.53","92.15","-","-0.25%"
"Nov 09, 1988","92.44","93.03","93.14","92.37","-","-1.29%"
"Nov 08, 1988","93.65","93.45","93.87","93.42","-","0.44%"
"Nov 07, 1988","93.24","93.53","93.65","93.19","-","-0.60%"
"Nov 04, 1988","93.80","93.19","93.96","93.08","-","0.67%"
"Nov 03, 1988","93.18","92.98","93.21","92.87","-","0.31%"
"Nov 02, 1988","92.89","93.35","93.52","92.76","-","-0.75%"
"Nov 01, 1988","93.59","93.69","93.89","93.50","-","-0.18%"
"Oct 31, 1988","93.76","92.87","93.79","92.82","-","0.77%"
"Oct 28, 1988","93.04","93.48","93.66","93.02","-","-0.19%"
"Oct 27, 1988","93.22","92.95","93.24","92.85","-","0.09%"
"Oct 26, 1988","93.14","93.92","93.97","93.11","-","-0.90%"
"Oct 25, 1988","93.99","94.17","94.22","93.71","-","0.20%"
"Oct 24, 1988","93.80","93.82","93.95","93.65","-","0.44%"
"Oct 21, 1988","93.39","93.83","93.87","93.34","-","-0.88%"
"Oct 20, 1988","94.22","94.28","94.29","94.04","-","-0.48%"
"Oct 19, 1988","94.67","94.50","94.67","94.41","-","0.22%"
"Oct 18, 1988","94.46","94.67","94.68","94.26","-","-0.02%"
"Oct 17, 1988","94.48","94.68","94.79","94.47","-","0.12%"
"Oct 14, 1988","94.37","95.07","95.15","94.30","-","-0.45%"
"Oct 13, 1988","94.80","95.54","95.65","94.59","-","-0.85%"
"Oct 12, 1988","95.61","96.11","96.13","95.55","-","-1.12%"
"Oct 11, 1988","96.69","96.55","96.75","96.48","-","-0.19%"
"Oct 10, 1988","96.87","96.96","96.99","96.84","-","-0.47%"
"Oct 07, 1988","97.33","97.59","97.62","97.15","-","-0.18%"
"Oct 06, 1988","97.51","97.39","97.57","97.35","-","0.10%"
"Oct 05, 1988","97.41","97.54","97.57","97.32","-","0.05%"
"Oct 04, 1988","97.36","97.24","97.46","97.16","-","0.05%"
"Oct 03, 1988","97.31","97.65","97.65","97.30","-","-0.39%"
"Sep 30, 1988","97.69","98.16","98.21","97.64","-","-0.61%"
"Sep 29, 1988","98.29","98.21","98.32","98.20","-","0.28%"
"Sep 28, 1988","98.02","98.18","98.24","98.00","-","-0.23%"
"Sep 27, 1988","98.25","98.35","98.36","98.11","-","-0.13%"
"Sep 26, 1988","98.38","98.75","98.83","98.31","-","0.26%"
"Sep 23, 1988","98.12","98.29","98.36","98.12","-","-0.10%"
"Sep 22, 1988","98.22","98.15","98.43","98.10","-","0.24%"
"Sep 21, 1988","97.98","98.00","98.10","97.93","-","0.29%"
"Sep 20, 1988","97.70","97.80","97.84","97.58","-","-0.03%"
"Sep 19, 1988","97.73","97.86","97.92","97.73","-","-0.31%"
"Sep 16, 1988","98.03","98.14","98.23","97.97","-","-0.04%"
"Sep 15, 1988","98.07","98.13","98.25","97.97","-","-0.12%"
"Sep 14, 1988","98.19","97.35","98.35","97.28","-","1.09%"
"Sep 13, 1988","97.13","97.02","97.15","96.97","-","0.08%"
"Sep 12, 1988","97.05","97.11","97.16","96.92","-","-0.16%"
"Sep 09, 1988","97.21","96.97","97.29","96.91","-","0.22%"
"Sep 08, 1988","97.00","97.26","97.46","96.98","-","0.18%"
"Sep 07, 1988","96.83","96.91","97.19","96.83","-","-0.19%"
"Sep 06, 1988","97.01","97.30","97.30","96.89","-","-0.54%"
"Sep 05, 1988","97.54","98.51","98.52","97.40","-","0.00%"
"Sep 02, 1988","97.54","98.51","98.52","97.40","-","-0.90%"
"Sep 01, 1988","98.43","98.55","98.65","98.34","-","0.01%"
"Aug 31, 1988","98.42","98.40","98.62","98.29","-","0.55%"
"Aug 30, 1988","97.88","97.82","98.01","97.69","-","-0.19%"
"Aug 29, 1988","98.07","97.82","98.10","97.79","-","0.59%"
"Aug 26, 1988","97.49","97.66","97.76","97.33","-","-0.06%"
"Aug 25, 1988","97.55","97.85","97.86","97.34","-","-0.66%"
"Aug 24, 1988","98.20","98.72","98.81","98.15","-","-1.07%"
"Aug 23, 1988","99.26","99.07","99.28","98.69","-","0.41%"
"Aug 22, 1988","98.85","99.33","99.61","98.85","-","0.32%"
"Aug 19, 1988","98.53","98.45","98.57","98.14","-","-0.08%"
"Aug 18, 1988","98.61","98.27","99.04","98.21","-","-0.43%"
"Aug 17, 1988","99.04","98.52","99.29","98.45","-","0.90%"
"Aug 16, 1988","98.16","97.97","98.38","96.86","-","0.34%"
"Aug 15, 1988","97.83","97.94","98.05","97.68","-","-0.10%"
"Aug 12, 1988","97.93","97.97","98.01","97.61","-","0.11%"
"Aug 11, 1988","97.82","98.51","98.76","97.81","-","-1.05%"
"Aug 10, 1988","98.86","99.37","99.47","98.83","-","-0.47%"
"Aug 09, 1988","99.33","98.25","99.37","98.16","-","0.96%"
"Aug 08, 1988","98.39","98.48","98.56","98.13","-","0.17%"
"Aug 05, 1988","98.22","97.72","98.27","97.55","-","0.74%"
"Aug 04, 1988","97.50","97.56","97.65","97.42","-","0.23%"
"Aug 03, 1988","97.28","97.48","97.49","97.17","-","-0.11%"
"Aug 02, 1988","97.39","97.07","97.44","96.96","-","0.39%"
"Aug 01, 1988","97.01","97.42","97.52","96.97","-","-0.53%"
"Jul 29, 1988","97.53","97.43","97.55","96.91","-","0.74%"
"Jul 28, 1988","96.81","96.45","97.04","96.37","-","0.73%"
"Jul 27, 1988","96.11","97.45","97.50","96.00","-","-0.64%"
"Jul 26, 1988","96.73","96.62","96.94","96.54","-","0.31%"
"Jul 25, 1988","96.43","95.88","96.45","95.74","-","1.21%"
"Jul 22, 1988","95.28","95.23","95.49","95.18","-","-0.48%"
"Jul 21, 1988","95.74","95.86","96.12","95.72","-","-0.98%"
"Jul 20, 1988","96.69","96.59","96.80","96.42","-","-0.07%"
"Jul 19, 1988","96.76","97.35","97.38","96.71","-","-1.21%"
"Jul 18, 1988","97.95","98.55","98.60","97.79","-","-0.18%"
"Jul 15, 1988","98.13","97.02","98.15","96.98","-","1.48%"
"Jul 14, 1988","96.70","96.54","96.93","96.45","-","0.38%"
