"Date","Price","Open","High","Low","Change %"
"Jul 17, 1996","6.843","6.843","6.843","6.843","-0.06%"
"Jul 16, 1996","6.847","6.847","6.847","6.847","-0.64%"
"Jul 15, 1996","6.891","6.891","6.891","6.891","0.45%"
"Jul 12, 1996","6.860","6.860","6.860","6.860","-0.32%"
"Jul 11, 1996","6.882","6.882","6.882","6.882","-0.56%"
"Jul 10, 1996","6.921","6.921","6.921","6.921","-1.03%"
"Jul 09, 1996","6.993","6.993","6.993","6.993","-0.89%"
"Jul 08, 1996","7.056","7.056","7.056","7.056","0.00%"
"Jul 05, 1996","7.056","7.056","7.056","7.056","4.19%"
"Jul 03, 1996","6.772","6.772","6.772","6.772","-0.32%"
"Jul 02, 1996","6.794","6.794","6.794","6.794","0.64%"
"Jul 01, 1996","6.751","6.751","6.751","6.751","0.52%"
"Jun 28, 1996","6.716","6.716","6.716","6.716","-1.73%"
"Jun 27, 1996","6.834","6.834","6.834","6.834","-0.90%"
"Jun 26, 1996","6.896","6.896","6.896","6.896","0.00%"
"Jun 25, 1996","6.896","6.896","6.896","6.896","-0.56%"
"Jun 24, 1996","6.935","6.935","6.935","6.935","-0.20%"
"Jun 21, 1996","6.949","6.949","6.949","6.949","-0.26%"
"Jun 20, 1996","6.967","6.967","6.967","6.967","0.20%"
"Jun 19, 1996","6.953","6.953","6.953","6.953","0.25%"
"Jun 18, 1996","6.936","6.936","6.936","6.936","0.52%"
"Jun 17, 1996","6.900","6.900","6.900","6.900","-0.52%"
"Jun 14, 1996","6.936","6.936","6.936","6.936","-0.89%"
"Jun 13, 1996","6.998","6.998","6.998","6.998","-1.00%"
"Jun 12, 1996","7.069","7.069","7.069","7.069","1.09%"
"Jun 11, 1996","6.993","6.993","6.993","6.993","-0.20%"
"Jun 10, 1996","7.007","7.007","7.007","7.007","1.55%"
"Jun 07, 1996","6.900","6.900","6.900","6.900","2.33%"
"Jun 06, 1996","6.743","6.743","6.743","6.743","-0.95%"
"Jun 05, 1996","6.808","6.808","6.808","6.808","-0.71%"
"Jun 04, 1996","6.857","6.857","6.857","6.857","-0.19%"
"Jun 03, 1996","6.870","6.870","6.870","6.870","0.32%"
"May 31, 1996","6.848","6.848","6.848","6.848","0.84%"
"May 30, 1996","6.791","6.791","6.791","6.791","0.06%"
"May 29, 1996","6.787","6.787","6.787","6.787","1.68%"
